stationID;date;year;month;day;hour;temperature;relativeHumidity
35165000;2/01/19 9:00;2019;1;2;9;14.8;56.1
35165000;2/01/19 10:00;2019;1;2;10;16.4;51.6
35165000;2/01/19 11:00;2019;1;2;11;16.5;46.5
35165000;2/01/19 12:00;2019;1;2;12;17.2;46.3
35165000;2/01/19 13:00;2019;1;2;13;16.7;52.7
35165000;2/01/19 14:00;2019;1;2;14;16.9;55.9
35165000;2/01/19 15:00;2019;1;2;15;16.5;56.8
35165000;2/01/19 16:00;2019;1;2;16;15.4;64.1
35165000;2/01/19 17:00;2019;1;2;17;14.3;56.7
35165000;2/01/19 18:00;2019;1;2;18;10.5;74.7
35165000;2/01/19 19:00;2019;1;2;19;9.3;78.1
35165000;2/01/19 20:00;2019;1;2;20;9.7;79.7
35165000;2/01/19 21:00;2019;1;2;21;8.9;79.3
35165000;2/01/19 22:00;2019;1;2;22;9.0;77.0
35165000;2/01/19 23:00;2019;1;2;23;7.5;76.0
35165000;3/01/19 0:00;2019;1;3;0;8.8;67.9
35165000;3/01/19 1:00;2019;1;3;1;8.8;59.4
35165000;3/01/19 2:00;2019;1;3;2;8.9;59.6
35165000;3/01/19 3:00;2019;1;3;3;8.5;58.10
35165000;3/01/19 4:00;2019;1;3;4;8.9;57.10
35165000;3/01/19 5:00;2019;1;3;5;9.3;58.7
35165000;3/01/19 6:00;2019;1;3;6;9.4;59.2
35165000;3/01/19 7:00;2019;1;3;7;10.8;63.3
35165000;3/01/19 8:00;2019;1;3;8;12.4;65.2
35165000;3/01/19 9:00;2019;1;3;9;14.8;54.10
35165000;3/01/19 10:00;2019;1;3;10;16.4;40.11
35165000;3/01/19 11:00;2019;1;3;11;16.5;40.16
35165000;3/01/19 12:00;2019;1;3;12;17.2;41.2
35165000;3/01/19 13:00;2019;1;3;13;16.7;43.3
35165000;3/01/19 14:00;2019;1;3;14;16.9;40.9
35165000;3/01/19 15:00;2019;1;3;15;16.5;48.4
35165000;3/01/19 16:00;2019;1;3;16;15.4;54.1
35165000;3/01/19 17:00;2019;1;3;17;14.3;60.5
35165000;3/01/19 18:00;2019;1;3;18;10.5;74.7
35165000;3/01/19 19:00;2019;1;3;19;9.3;79.2
35165000;3/01/19 20:00;2019;1;3;20;9.7;76.6
35165000;3/01/19 21:00;2019;1;3;21;8.8;76.7
35165000;3/01/19 22:00;2019;1;3;22;8.16;77.6
35165000;3/01/19 23:00;2019;1;3;23;7.5;81.3
35165000;4/01/19 0:00;2019;1;4;0;8.8;73.7
35165000;4/01/19 1:00;2019;1;4;1;8.8;69.2
35165000;4/01/19 2:00;2019;1;4;2;8.9;60.9
35165000;4/01/19 3:00;2019;1;4;3;8.5;59.10
35165000;4/01/19 4:00;2019;1;4;4;8.9;64.3
35165000;4/01/19 5:00;2019;1;4;5;9.5;68.6
35165000;4/01/19 6:00;2019;1;4;6;9.6;73.1
35165000;4/01/19 7:00;2019;1;4;7;10.9;62.6
35165000;4/01/19 8:00;2019;1;4;8;12.5;58.7
35165000;4/01/19 9:00;2019;1;4;9;14.9;56.2
35165000;4/01/19 10:00;2019;1;4;10;16.6;51.7
35165000;4/01/19 11:00;2019;1;4;11;16.7;46.1
35165000;4/01/19 12:00;2019;1;4;12;17.3;46.1
35165000;4/01/19 13:00;2019;1;4;13;16.7;52.8
35165000;4/01/19 14:00;2019;1;4;14;16.9;55.10
35165000;4/01/19 15:00;2019;1;4;15;16.5;56.9
35165000;4/01/19 16:00;2019;1;4;16;15.5;64.2
35165000;4/01/19 17:00;2019;1;4;17;14.4;56.8
35165000;4/01/19 18:00;2019;1;4;18;10.6;74.8
35165000;4/01/19 19:00;2019;1;4;19;9.11;78.2
35165000;4/01/19 20:00;2019;1;4;20;9.15;79.1
35165000;4/01/19 21:00;2019;1;4;21;8.10;79.5
35165000;4/01/19 22:00;2019;1;4;22;9.1;77.1
35165000;4/01/19 23:00;2019;1;4;23;7.6;76.1
35165000;5/01/19 0:00;2019;1;5;0;8.8;67.10
35165000;5/01/19 1:00;2019;1;5;1;8.8;59.8
35165000;5/01/19 2:00;2019;1;5;2;8.9;59.10
35165000;5/01/19 3:00;2019;1;5;3;8.5;58.11
35165000;5/01/19 3:59;2019;1;5;3;8.9;57.11
35165000;5/01/19 4:59;2019;1;5;4;9.5;58.8
35165000;5/01/19 5:59;2019;1;5;5;9.6;59.3
35165000;5/01/19 6:59;2019;1;5;6;10.9;63.4
35165000;5/01/19 7:59;2019;1;5;7;12.5;65.3
35165000;5/01/19 8:59;2019;1;5;8;14.9;54.11
35165000;5/01/19 9:59;2019;1;5;9;16.6;40.21
35165000;5/01/19 10:59;2019;1;5;10;16.7;40.26
35165000;5/01/19 11:59;2019;1;5;11;17.3;41.3
35165000;5/01/19 12:59;2019;1;5;12;16.7;43.4
35165000;5/01/19 13:59;2019;1;5;13;16.9;40.10
35165000;5/01/19 14:59;2019;1;5;14;16.5;48.5
35165000;5/01/19 15:59;2019;1;5;15;15.5;54.2
35165000;5/01/19 16:59;2019;1;5;16;14.4;60.6
35165000;5/01/19 17:59;2019;1;5;17;10.6;74.8
35165000;5/01/19 18:59;2019;1;5;18;9.11;79.3
35165000;5/01/19 19:59;2019;1;5;19;9.15;76.8
35165000;5/01/19 20:59;2019;1;5;20;8.24;76.9
35165000;5/01/19 21:59;2019;1;5;21;8.32;77.7
35165000;5/01/19 22:59;2019;1;5;22;7.6;81.4
35165000;5/01/19 23:59;2019;1;5;23;8.8;73.8
35165000;6/01/19 0:59;2019;1;6;0;8.8;69.3
35165000;6/01/19 1:59;2019;1;6;1;8.9;60.10
35165000;6/01/19 2:59;2019;1;6;2;8.5;59.11
35165000;6/01/19 3:59;2019;1;6;3;8.9;64.4
35165000;6/01/19 4:59;2019;1;6;4;9.7;68.7
35165000;6/01/19 5:59;2019;1;6;5;9.8;73.2
35165000;6/01/19 6:59;2019;1;6;6;10.10;62.7
35165000;6/01/19 7:59;2019;1;6;7;12.6;58.8
35165000;6/01/19 8:59;2019;1;6;8;14.10;56.3
35165000;6/01/19 9:59;2019;1;6;9;16.8;51.8
35165000;6/01/19 10:59;2019;1;6;10;16.9;46.3
35165000;6/01/19 11:59;2019;1;6;11;17.4;46.5
35165000;6/01/19 12:59;2019;1;6;12;16.7;52.9
35165000;6/01/19 13:59;2019;1;6;13;16.9;55.11
35165000;6/01/19 14:59;2019;1;6;14;16.5;56.10
35165000;6/01/19 15:59;2019;1;6;15;15.6;64.3
35165000;6/01/19 16:59;2019;1;6;16;14.5;56.9
35165000;6/01/19 17:59;2019;1;6;17;10.7;74.9
35165000;6/01/19 18:59;2019;1;6;18;9.19;78.3
35165000;6/01/19 19:59;2019;1;6;19;9.23;79.9
35165000;6/01/19 20:59;2019;1;6;20;8.11;79.13
35165000;6/01/19 21:59;2019;1;6;21;9.2;77.2
35165000;6/01/19 22:59;2019;1;6;22;7.7;76.2
35165000;6/01/19 23:59;2019;1;6;23;8.8;67.11
35165000;7/01/19 0:59;2019;1;7;0;8.8;59.12
35165000;7/01/19 1:59;2019;1;7;1;8.9;59.14
35165000;7/01/19 2:59;2019;1;7;2;8.5;58.12
35165000;7/01/19 3:59;2019;1;7;3;8.9;57.12
35165000;7/01/19 4:59;2019;1;7;4;9.7;58.9
35165000;7/01/19 5:59;2019;1;7;5;9.8;59.4
35165000;7/01/19 6:59;2019;1;7;6;10.10;63.5
35165000;7/01/19 7:59;2019;1;7;7;12.6;65.4
35165000;7/01/19 8:59;2019;1;7;8;14.10;54.12
35165000;7/01/19 9:59;2019;1;7;9;16.8;40.31
35165000;7/01/19 10:59;2019;1;7;10;16.9;40.36
35165000;7/01/19 11:59;2019;1;7;11;17.4;41.4
35165000;7/01/19 12:59;2019;1;7;12;16.7;43.5
35165000;7/01/19 13:59;2019;1;7;13;16.9;40.11
35165000;7/01/19 14:59;2019;1;7;14;16.5;48.6
35165000;7/01/19 15:59;2019;1;7;15;15.6;54.3
35165000;7/01/19 16:59;2019;1;7;16;14.5;60.7
35165000;7/01/19 17:59;2019;1;7;17;10.7;74.9
35165000;7/01/19 18:59;2019;1;7;18;9.19;79.4
35165000;7/01/19 19:59;2019;1;7;19;9.23;76.10
35165000;7/01/19 20:59;2019;1;7;20;8.40;76.11
35165000;7/01/19 21:59;2019;1;7;21;8.48;77.8
35165000;7/01/19 22:59;2019;1;7;22;7.7;81.5
35165000;7/01/19 23:59;2019;1;7;23;8.8;73.9
35165000;8/01/19 0:59;2019;1;8;0;8.8;69.4
35165000;8/01/19 1:59;2019;1;8;1;8.9;60.11
35165000;8/01/19 2:59;2019;1;8;2;8.5;59.12
35165000;8/01/19 3:59;2019;1;8;3;8.9;64.5
35165000;8/01/19 4:59;2019;1;8;4;9.9;68.8
35165000;8/01/19 5:59;2019;1;8;5;9.10;73.3
35165000;8/01/19 6:59;2019;1;8;6;10.11;62.8
35165000;8/01/19 7:59;2019;1;8;7;12.7;58.9
35165000;8/01/19 8:59;2019;1;8;8;14.11;56.4
35165000;8/01/19 9:59;2019;1;8;9;16.10;51.9
35165000;8/01/19 10:59;2019;1;8;10;16.11;46.7
35165000;8/01/19 11:59;2019;1;8;11;17.5;46.9
35165000;8/01/19 12:59;2019;1;8;12;16.7;52.10
35165000;8/01/19 13:59;2019;1;8;13;16.9;55.12
35165000;8/01/19 14:59;2019;1;8;14;16.5;56.11
35165000;8/01/19 15:59;2019;1;8;15;15.7;64.4
35165000;8/01/19 16:59;2019;1;8;16;14.6;56.10
35165000;8/01/19 17:59;2019;1;8;17;10.8;74.10
35165000;8/01/19 18:59;2019;1;8;18;9.27;78.4
35165000;8/01/19 19:59;2019;1;8;19;9.31;79.17
35165000;8/01/19 20:59;2019;1;8;20;8.12;79.21
35165000;8/01/19 21:59;2019;1;8;21;9.3;77.3
35165000;8/01/19 22:59;2019;1;8;22;7.8;76.3
35165000;8/01/19 23:59;2019;1;8;23;8.8;67.12
35165000;9/01/19 0:59;2019;1;9;0;8.8;59.16
35165000;9/01/19 1:59;2019;1;9;1;8.9;59.18
35165000;9/01/19 2:59;2019;1;9;2;8.5;58.13
35165000;9/01/19 3:59;2019;1;9;3;8.9;57.13
35165000;9/01/19 4:59;2019;1;9;4;9.9;58.10
35165000;9/01/19 5:59;2019;1;9;5;9.10;59.5
35165000;9/01/19 6:59;2019;1;9;6;10.11;63.6
35165000;9/01/19 7:59;2019;1;9;7;12.7;65.5
35165000;9/01/19 8:59;2019;1;9;8;14.11;54.13
35165000;9/01/19 9:59;2019;1;9;9;16.10;40.41
35165000;9/01/19 10:59;2019;1;9;10;16.11;40.46
35165000;9/01/19 11:59;2019;1;9;11;17.5;41.5
35165000;9/01/19 12:59;2019;1;9;12;16.7;43.6
35165000;9/01/19 13:59;2019;1;9;13;16.9;40.12
35165000;9/01/19 14:59;2019;1;9;14;16.5;48.7
35165000;9/01/19 15:59;2019;1;9;15;15.7;54.4
35165000;9/01/19 16:59;2019;1;9;16;14.6;60.8
35165000;9/01/19 17:59;2019;1;9;17;10.8;74.10
35165000;9/01/19 18:59;2019;1;9;18;9.27;79.5
35165000;9/01/19 19:59;2019;1;9;19;9.31;76.12
35165000;9/01/19 20:59;2019;1;9;20;8.56;76.13
35165000;9/01/19 21:59;2019;1;9;21;8.64;77.9
35165000;9/01/19 22:59;2019;1;9;22;7.8;81.6
35165000;9/01/19 23:59;2019;1;9;23;8.8;73.10
35165000;10/01/19 0:59;2019;1;10;0;8.8;69.5
35165000;10/01/19 1:59;2019;1;10;1;8.9;60.12
35165000;10/01/19 2:59;2019;1;10;2;8.5;59.13
35165000;10/01/19 3:59;2019;1;10;3;8.9;64.6
35165000;10/01/19 4:59;2019;1;10;4;9.11;68.9
35165000;10/01/19 5:59;2019;1;10;5;9.12;73.4
35165000;10/01/19 6:59;2019;1;10;6;10.12;62.9
35165000;10/01/19 7:59;2019;1;10;7;12.8;58.10
35165000;10/01/19 8:59;2019;1;10;8;14.12;56.5
35165000;10/01/19 9:59;2019;1;10;9;16.12;51.10
35165000;10/01/19 10:59;2019;1;10;10;16.13;46.11
35165000;10/01/19 11:59;2019;1;10;11;17.6;46.13
35165000;10/01/19 12:59;2019;1;10;12;16.7;52.11
35165000;10/01/19 13:59;2019;1;10;13;16.9;55.13
35165000;10/01/19 14:59;2019;1;10;14;16.5;56.12
35165000;10/01/19 15:59;2019;1;10;15;15.8;64.5
35165000;10/01/19 16:59;2019;1;10;16;14.7;56.11
35165000;10/01/19 17:59;2019;1;10;17;10.9;74.11
35165000;10/01/19 18:59;2019;1;10;18;9.35;78.5
35165000;10/01/19 19:59;2019;1;10;19;9.39;79.25
35165000;10/01/19 20:59;2019;1;10;20;8.13;79.29
35165000;10/01/19 21:59;2019;1;10;21;9.4;77.4
35165000;10/01/19 22:59;2019;1;10;22;7.9;76.4
35165000;10/01/19 23:59;2019;1;10;23;8.8;67.13
35165000;11/01/19 0:59;2019;1;11;0;8.8;59.20
35165000;11/01/19 1:59;2019;1;11;1;8.9;59.22
35165000;11/01/19 2:59;2019;1;11;2;8.5;58.14
35165000;11/01/19 3:59;2019;1;11;3;8.9;57.14
35165000;11/01/19 4:59;2019;1;11;4;9.11;58.11
35165000;11/01/19 5:59;2019;1;11;5;9.12;59.6
35165000;11/01/19 6:59;2019;1;11;6;10.12;63.7
35165000;11/01/19 7:59;2019;1;11;7;12.8;65.6
35165000;11/01/19 8:59;2019;1;11;8;14.12;54.14
35165000;11/01/19 9:59;2019;1;11;9;16.12;40.51
35165000;11/01/19 10:59;2019;1;11;10;16.13;40.56
35165000;11/01/19 11:59;2019;1;11;11;17.6;41.6
35165000;11/01/19 12:59;2019;1;11;12;16.7;43.7
35165000;11/01/19 13:59;2019;1;11;13;16.9;40.13
35165000;11/01/19 14:59;2019;1;11;14;16.5;48.8
35165000;11/01/19 15:59;2019;1;11;15;15.8;54.5
35165000;11/01/19 16:59;2019;1;11;16;14.7;60.9
35165000;11/01/19 17:59;2019;1;11;17;10.9;74.11
35165000;11/01/19 18:59;2019;1;11;18;9.35;79.6
35165000;11/01/19 19:59;2019;1;11;19;9.39;76.14
35165000;11/01/19 20:59;2019;1;11;20;8.72;76.15
35165000;11/01/19 21:59;2019;1;11;21;8.80;77.10
35165000;11/01/19 22:59;2019;1;11;22;7.9;81.7
35165000;11/01/19 23:59;2019;1;11;23;8.8;73.11
35165000;12/01/19 0:59;2019;1;12;0;8.8;69.6
35165000;12/01/19 1:59;2019;1;12;1;8.9;60.13
35165000;12/01/19 2:59;2019;1;12;2;8.5;59.14
35165000;12/01/19 3:59;2019;1;12;3;8.9;64.7
35165000;12/01/19 4:59;2019;1;12;4;9.13;68.10
35165000;12/01/19 5:59;2019;1;12;5;9.14;73.5
35165000;12/01/19 6:59;2019;1;12;6;10.13;62.10
35165000;12/01/19 7:59;2019;1;12;7;12.9;58.11
35165000;12/01/19 8:59;2019;1;12;8;14.13;56.6
35165000;12/01/19 9:59;2019;1;12;9;16.14;51.11
35165000;12/01/19 10:59;2019;1;12;10;16.15;46.15
35165000;12/01/19 11:59;2019;1;12;11;17.7;46.17
35165000;12/01/19 12:59;2019;1;12;12;16.7;52.12
35165000;12/01/19 13:59;2019;1;12;13;16.9;55.14
35165000;12/01/19 14:59;2019;1;12;14;16.5;56.13
35165000;12/01/19 15:59;2019;1;12;15;15.9;64.6
35165000;12/01/19 16:59;2019;1;12;16;14.8;56.12
35165000;12/01/19 17:59;2019;1;12;17;10.10;74.12
35165000;12/01/19 18:59;2019;1;12;18;9.43;78.6
35165000;12/01/19 19:59;2019;1;12;19;9.47;79.33
35165000;12/01/19 20:59;2019;1;12;20;8.14;79.37
35165000;12/01/19 21:59;2019;1;12;21;9.5;77.5
35165000;12/01/19 22:59;2019;1;12;22;7.10;76.5
35165000;12/01/19 23:59;2019;1;12;23;8.8;67.14
35165000;13/01/19 0:59;2019;1;13;0;8.8;59.24
35165000;13/01/19 1:59;2019;1;13;1;8.9;59.26
35165000;13/01/19 2:59;2019;1;13;2;8.5;58.15
35165000;13/01/19 3:59;2019;1;13;3;8.9;57.15
35165000;13/01/19 4:59;2019;1;13;4;9.13;58.12
35165000;13/01/19 5:59;2019;1;13;5;9.14;59.7
35165000;13/01/19 6:59;2019;1;13;6;10.13;63.8
35165000;13/01/19 7:59;2019;1;13;7;12.9;65.7
35165000;13/01/19 8:59;2019;1;13;8;14.13;54.15
35165000;13/01/19 9:59;2019;1;13;9;16.14;40.61
35165000;13/01/19 10:59;2019;1;13;10;16.15;40.66
35165000;13/01/19 11:59;2019;1;13;11;17.7;41.7
35165000;13/01/19 12:59;2019;1;13;12;16.7;43.8
35165000;13/01/19 13:59;2019;1;13;13;16.9;40.14
35165000;13/01/19 14:59;2019;1;13;14;16.5;48.9
35165000;13/01/19 15:59;2019;1;13;15;15.9;54.6
35165000;13/01/19 16:59;2019;1;13;16;14.8;60.10
35165000;13/01/19 17:59;2019;1;13;17;10.10;74.12
35165000;13/01/19 18:59;2019;1;13;18;9.43;79.7
35165000;13/01/19 19:59;2019;1;13;19;9.47;76.16
35165000;13/01/19 20:59;2019;1;13;20;8.88;76.17
35165000;13/01/19 21:59;2019;1;13;21;8.96;77.11
35165000;13/01/19 22:59;2019;1;13;22;7.10;81.8
35165000;13/01/19 23:59;2019;1;13;23;8.8;73.12
35165000;14/01/19 0:59;2019;1;14;0;8.8;69.7
35165000;14/01/19 1:59;2019;1;14;1;8.9;60.14
35165000;14/01/19 2:59;2019;1;14;2;8.5;59.15
35165000;14/01/19 3:59;2019;1;14;3;8.9;64.8
35165000;14/01/19 4:59;2019;1;14;4;9.15;68.11
35165000;14/01/19 5:59;2019;1;14;5;9.16;73.6
35165000;14/01/19 6:59;2019;1;14;6;10.14;62.11
35165000;14/01/19 7:59;2019;1;14;7;12.10;58.12
35165000;14/01/19 8:59;2019;1;14;8;14.14;56.7
35165000;14/01/19 9:59;2019;1;14;9;16.16;51.12
35165000;14/01/19 10:59;2019;1;14;10;16.17;46.19
35165000;14/01/19 11:59;2019;1;14;11;17.8;46.21
35165000;14/01/19 12:59;2019;1;14;12;16.7;52.13
35165000;14/01/19 13:59;2019;1;14;13;16.9;55.15
35165000;14/01/19 14:59;2019;1;14;14;16.5;56.14
35165000;14/01/19 15:59;2019;1;14;15;15.10;64.7
35165000;14/01/19 16:59;2019;1;14;16;14.9;56.13
35165000;14/01/19 17:59;2019;1;14;17;10.11;74.13
35165000;14/01/19 18:59;2019;1;14;18;9.51;78.7
35165000;14/01/19 19:59;2019;1;14;19;9.55;79.41
35165000;14/01/19 20:59;2019;1;14;20;8.15;79.45
35165000;14/01/19 21:59;2019;1;14;21;9.6;77.6
35165000;14/01/19 22:59;2019;1;14;22;7.11;76.6
35165000;14/01/19 23:59;2019;1;14;23;8.8;67.15
35165000;15/01/19 0:59;2019;1;15;0;8.8;59.28
35165000;15/01/19 1:59;2019;1;15;1;8.9;59.30
35165000;15/01/19 2:59;2019;1;15;2;8.5;58.16
35165000;15/01/19 3:59;2019;1;15;3;8.9;57.16
35165000;15/01/19 4:59;2019;1;15;4;9.15;58.13
35165000;15/01/19 5:59;2019;1;15;5;9.16;59.8
35165000;15/01/19 6:59;2019;1;15;6;10.14;63.9
35165000;15/01/19 7:59;2019;1;15;7;12.10;65.8
35165000;15/01/19 8:59;2019;1;15;8;14.14;54.16
35165000;15/01/19 9:59;2019;1;15;9;16.16;40.71
35165000;15/01/19 10:59;2019;1;15;10;16.17;40.76
35165000;15/01/19 11:59;2019;1;15;11;17.8;41.8
35165000;15/01/19 12:59;2019;1;15;12;16.7;43.9
35165000;15/01/19 13:59;2019;1;15;13;16.9;40.15
35165000;15/01/19 14:59;2019;1;15;14;16.5;48.10
35165000;15/01/19 15:59;2019;1;15;15;15.10;54.7
35165000;15/01/19 16:59;2019;1;15;16;14.9;60.11
35165000;15/01/19 17:59;2019;1;15;17;10.11;74.13
35165000;15/01/19 18:59;2019;1;15;18;9.51;79.8
35165000;15/01/19 19:59;2019;1;15;19;9.55;76.18
35165000;15/01/19 20:59;2019;1;15;20;8.104;76.19
35165000;15/01/19 21:59;2019;1;15;21;8.112;77.12
35165000;15/01/19 22:59;2019;1;15;22;7.11;81.9
35165000;15/01/19 23:59;2019;1;15;23;8.8;73.13
35165000;16/01/19 0:59;2019;1;16;0;8.8;69.8
35165000;16/01/19 1:59;2019;1;16;1;8.9;60.15
35165000;16/01/19 2:59;2019;1;16;2;8.5;59.16
35165000;16/01/19 3:59;2019;1;16;3;8.9;64.9
35165000;16/01/19 4:59;2019;1;16;4;9.17;68.12
35165000;16/01/19 5:59;2019;1;16;5;9.18;73.7
35165000;16/01/19 6:59;2019;1;16;6;10.15;62.12
35165000;16/01/19 7:59;2019;1;16;7;12.11;58.13
35165000;16/01/19 8:59;2019;1;16;8;14.15;56.8
35165000;16/01/19 9:59;2019;1;16;9;16.18;51.13
35165000;16/01/19 10:59;2019;1;16;10;16.19;46.23
35165000;16/01/19 11:59;2019;1;16;11;17.9;46.25
35165000;16/01/19 12:59;2019;1;16;12;16.7;52.14
35165000;16/01/19 13:59;2019;1;16;13;16.9;55.16
35165000;16/01/19 14:59;2019;1;16;14;16.5;56.15
35165000;16/01/19 15:59;2019;1;16;15;15.11;64.8
35165000;16/01/19 16:59;2019;1;16;16;14.10;56.14
35165000;16/01/19 17:59;2019;1;16;17;10.12;74.14
35165000;16/01/19 18:59;2019;1;16;18;9.59;78.8
35165000;16/01/19 19:59;2019;1;16;19;9.63;79.49
35165000;16/01/19 20:59;2019;1;16;20;8.16;79.53
35165000;16/01/19 21:59;2019;1;16;21;9.7;77.7
35165000;16/01/19 22:59;2019;1;16;22;7.12;76.7
35165000;16/01/19 23:59;2019;1;16;23;8.8;67.16
35165000;17/01/19 0:59;2019;1;17;0;8.8;59.32
35165000;17/01/19 1:59;2019;1;17;1;8.9;59.34
35165000;17/01/19 2:59;2019;1;17;2;8.5;58.17
35165000;17/01/19 3:59;2019;1;17;3;8.9;57.17
35165000;17/01/19 4:59;2019;1;17;4;9.17;58.14
35165000;17/01/19 5:59;2019;1;17;5;9.18;59.9
35165000;17/01/19 6:59;2019;1;17;6;10.15;63.10
35165000;17/01/19 7:59;2019;1;17;7;12.11;65.9
35165000;17/01/19 8:59;2019;1;17;8;14.15;54.17
35165000;17/01/19 9:59;2019;1;17;9;16.18;40.81
35165000;17/01/19 10:59;2019;1;17;10;16.19;40.86
35165000;17/01/19 11:59;2019;1;17;11;17.9;41.9
35165000;17/01/19 12:59;2019;1;17;12;16.7;43.10
35165000;17/01/19 13:59;2019;1;17;13;16.9;40.16
35165000;17/01/19 14:59;2019;1;17;14;16.5;48.11
35165000;17/01/19 15:59;2019;1;17;15;15.11;54.8
35165000;17/01/19 16:59;2019;1;17;16;14.10;60.12
35165000;17/01/19 17:59;2019;1;17;17;10.12;74.14
35165000;17/01/19 18:59;2019;1;17;18;9.59;79.9
35165000;17/01/19 19:59;2019;1;17;19;9.63;76.20
35165000;17/01/19 20:59;2019;1;17;20;8.120;76.21
35165000;17/01/19 21:59;2019;1;17;21;8.128;77.13
35165000;17/01/19 22:59;2019;1;17;22;7.12;81.10
35165000;17/01/19 23:59;2019;1;17;23;8.8;73.14
35165000;18/01/19 0:59;2019;1;18;0;8.8;69.9
35165000;18/01/19 1:59;2019;1;18;1;8.9;60.16
35165000;18/01/19 2:59;2019;1;18;2;8.5;59.17
35165000;18/01/19 3:59;2019;1;18;3;8.9;64.10
35165000;18/01/19 4:59;2019;1;18;4;9.19;68.13
35165000;18/01/19 5:59;2019;1;18;5;9.20;73.8
35165000;18/01/19 6:59;2019;1;18;6;10.16;62.13
35165000;18/01/19 7:59;2019;1;18;7;12.12;58.14
35165000;18/01/19 8:59;2019;1;18;8;14.16;56.9
35165000;18/01/19 9:59;2019;1;18;9;16.20;51.14
35165000;18/01/19 10:59;2019;1;18;10;16.21;46.27
35165000;18/01/19 11:59;2019;1;18;11;17.10;46.29
35165000;18/01/19 12:59;2019;1;18;12;16.7;52.15
35165000;18/01/19 13:59;2019;1;18;13;16.9;55.17
35165000;18/01/19 14:59;2019;1;18;14;16.5;56.16
35165000;18/01/19 15:59;2019;1;18;15;15.12;64.9
35165000;18/01/19 16:59;2019;1;18;16;14.11;56.15
35165000;18/01/19 17:59;2019;1;18;17;10.13;74.15
35165000;18/01/19 18:59;2019;1;18;18;9.67;78.9
35165000;18/01/19 19:59;2019;1;18;19;9.71;79.57
35165000;18/01/19 20:59;2019;1;18;20;8.17;79.61
35165000;18/01/19 21:59;2019;1;18;21;9.8;77.8
35165000;18/01/19 22:59;2019;1;18;22;7.13;76.8
35165000;18/01/19 23:59;2019;1;18;23;8.8;67.17
35165000;19/01/19 0:59;2019;1;19;0;8.8;59.36
35165000;19/01/19 1:59;2019;1;19;1;8.9;59.38
35165000;19/01/19 2:59;2019;1;19;2;8.5;58.18
35165000;19/01/19 3:59;2019;1;19;3;8.9;57.18
35165000;19/01/19 4:59;2019;1;19;4;9.19;58.15
35165000;19/01/19 5:59;2019;1;19;5;9.20;59.10
35165000;19/01/19 6:59;2019;1;19;6;10.16;63.11
35165000;19/01/19 7:59;2019;1;19;7;12.12;65.10
35165000;19/01/19 8:59;2019;1;19;8;14.16;54.18
35165000;19/01/19 9:59;2019;1;19;9;16.20;40.91
35165000;19/01/19 10:59;2019;1;19;10;16.21;40.96
35165000;19/01/19 11:59;2019;1;19;11;17.10;41.10
35165000;19/01/19 12:59;2019;1;19;12;16.7;43.11
35165000;19/01/19 13:59;2019;1;19;13;16.9;40.17
35165000;19/01/19 14:59;2019;1;19;14;16.5;48.12
35165000;19/01/19 15:59;2019;1;19;15;15.12;54.9
